time=0 | regret-basic=33.3788900452872 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=0.4 | regret-basic=6.54605586602189e-08 | regret-our(beta1)=0.496694849300853 | regret-our(beta2)=1.98677544677389 | regret-our(beta3)=2.23512090349124
time=0.1 | regret-basic=2.67596217033689e-10 | regret-our(beta1)=0.203396151741209 | regret-our(beta2)=0.813578858467937 | regret-our(beta3)=0.915274060135088
time=0.1 | regret-basic=8.85543699805655e-10 | regret-our(beta1)=0.593686636177067 | regret-our(beta2)=2.37473048715926 | regret-our(beta3)=2.67156577655967
time=0.1 | regret-basic=1.74563078155665e-08 | regret-our(beta1)=1.10845774713335 | regret-our(beta2)=4.433800139241 | regret-our(beta3)=4.98801359003421
time=0.1 | regret-basic=1.41326645818608e-07 | regret-our(beta1)=1.71961345255336 | regret-our(beta2)=6.87840802629122 | regret-our(beta3)=7.73819187625563
time=0.2 | regret-basic=2.67768146390744e-07 | regret-our(beta1)=2.41870885294132 | regret-our(beta2)=9.6747760391049 | regret-our(beta3)=10.884100808987
time=0.2 | regret-basic=3.94441056673719e-07 | regret-our(beta1)=3.19721015441479 | regret-our(beta2)=12.7887691011625 | regret-our(beta3)=14.3873384640042
time=0.2 | regret-basic=5.21200587193826e-07 | regret-our(beta1)=4.04896163215429 | regret-our(beta2)=16.1957857674203 | regret-our(beta3)=18.2202362613503
time=0.3 | regret-basic=6.54601849226684e-07 | regret-our(beta1)=4.96694849617323 | regret-our(beta2)=19.8677544795632 | regret-our(beta3)=22.3512090490399
time=0.1 | regret-basic=2.67596217033689e-10 | regret-our(beta1)=0.203396151741209 | regret-our(beta2)=0.520691389180423 | regret-our(beta3)=0.406789429273029
time=0.1 | regret-basic=8.85543699805655e-10 | regret-our(beta1)=0.593686636177067 | regret-our(beta2)=1.5198300809929 | regret-our(beta3)=1.18736524367431
time=0.1 | regret-basic=1.74563078155665e-08 | regret-our(beta1)=1.10845774713335 | regret-our(beta2)=2.83763702459189 | regret-our(beta3)=2.21690006980154
time=0.2 | regret-basic=1.41326645818608e-07 | regret-our(beta1)=1.71961345255336 | regret-our(beta2)=4.4021884585723 | regret-our(beta3)=3.43920401344706
time=0.2 | regret-basic=2.67768146390744e-07 | regret-our(beta1)=2.41870885294132 | regret-our(beta2)=6.19186615762751 | regret-our(beta3)=4.83738801997995
time=0.3 | regret-basic=3.94441056673719e-07 | regret-our(beta1)=3.19721015441479 | regret-our(beta2)=8.1848236570063 | regret-our(beta3)=6.39438455113788
time=0.3 | regret-basic=5.21200587193826e-07 | regret-our(beta1)=4.04896163215429 | regret-our(beta2)=10.3653125991565 | regret-our(beta3)=8.09789288439772
time=0.3 | regret-basic=6.54601849226684e-07 | regret-our(beta1)=4.96694849617323 | regret-our(beta2)=12.7153691703505 | regret-our(beta3)=9.93387724060742
time=0.1 | regret-basic=51.8530945396683 | regret-our(beta1)=46.8052756494721 | regret-our(beta2)=43.9101789053279 | regret-our(beta3)=42.0357785983284
time=0.1 | regret-basic=151.118262160838 | regret-our(beta1)=136.396818201902 | regret-our(beta2)=127.953879982027 | regret-our(beta3)=122.487725043388
time=0.2 | regret-basic=282.925772647543 | regret-our(beta1)=255.369875628256 | regret-our(beta2)=239.565938748251 | regret-our(beta3)=229.333982840619
time=0.2 | regret-basic=443.346795454665 | regret-our(beta1)=400.17738736501 | regret-our(beta2)=375.417669579029 | regret-our(beta3)=359.386996815794
time=0.3 | regret-basic=626.411583885042 | regret-our(beta1)=565.435233425284 | regret-our(beta2)=530.461421897548 | regret-our(beta3)=507.817218309016
time=0.3 | regret-basic=829.259601672947 | regret-our(beta1)=748.549150101577 | regret-our(beta2)=702.256070726376 | regret-our(beta3)=672.282854330729
time=0.3 | regret-basic=1049.94922659174 | regret-our(beta1)=947.766150833869 | regret-our(beta2)=889.156897916095 | regret-our(beta3)=851.209318506515
time=0.4 | regret-basic=1288.33530178254 | regret-our(beta1)=1162.95325291468 | regret-our(beta2)=1091.03764341493 | regret-our(beta3)=1044.47459027623
time=0.1 | regret-basic=51.8530945396683 | regret-our(beta1)=42.0357785983284 | regret-our(beta2)=33.3317547935586 | regret-our(beta3)=25.7410453705604
time=0.1 | regret-basic=151.118262160838 | regret-our(beta1)=122.487725043388 | regret-our(beta2)=97.1066168716953 | regret-our(beta3)=74.9750016905889
time=0.2 | regret-basic=282.925772647543 | regret-our(beta1)=229.333982840619 | regret-our(beta2)=181.822265096059 | regret-our(beta3)=140.390742087351
time=0.2 | regret-basic=443.346795454665 | regret-our(beta1)=359.386996815794 | regret-our(beta2)=284.94336417579 | regret-our(beta3)=220.016101410481
time=0.2 | regret-basic=626.411583885042 | regret-our(beta1)=507.817218309016 | regret-our(beta2)=402.656343960553 | regret-our(beta3)=310.929272498921
time=0.3 | regret-basic=829.259601672947 | regret-our(beta1)=672.282854330729 | regret-our(beta2)=533.082942463715 | regret-our(beta3)=411.660302278093
time=0.3 | regret-basic=1049.94922659174 | regret-our(beta1)=851.209318506515 | regret-our(beta2)=674.974664652219 | regret-our(beta3)=521.245837382327
time=0.4 | regret-basic=1288.33530178254 | regret-our(beta1)=1044.47459027623 | regret-our(beta2)=828.227782812713 | regret-our(beta3)=639.595608587409
time=0.3 | regret-basic=5536.99896893204 | regret-our(beta1)=4491.93754796704 | regret-our(beta2)=3564.45116667815 | regret-our(beta3)=2754.54529986298
time=0.8 | regret-basic=15908.2949803346 | regret-our(beta1)=12903.917864054 | regret-our(beta2)=10237.6114983998 | regret-our(beta3)=7909.39407520165
time=1.2 | regret-basic=29466.8804034328 | regret-our(beta1)=23899.8430728396 | regret-our(beta2)=18959.2862908831 | regret-our(beta3)=14645.2471653102
time=1.4 | regret-basic=45638.7123203237 | regret-our(beta1)=37014.8979220117 | regret-our(beta2)=29361.4727596146 | regret-our(beta3)=22678.5002842092
time=1.7 | regret-basic=64034.4639771722 | regret-our(beta1)=51933.0467932457 | regret-our(beta2)=41193.30215469 | regret-our(beta3)=31815.3268700468
time=1.9 | regret-basic=84419.9062860916 | regret-our(beta1)=68463.9805262364 | regret-our(beta2)=54303.467072249 | regret-our(beta3)=41938.5030701743
time=2.2 | regret-basic=106583.58061554 | regret-our(beta1)=86436.4207977271 | regret-our(beta2)=68556.3953503665 | regret-our(beta3)=52943.6886543488
time=2.4 | regret-basic=130402.773740324 | regret-our(beta1)=105751.156745055 | regret-our(beta2)=83873.6544984963 | regret-our(beta3)=64770.5060350419
time=2.7 | regret-basic=155773.593824058 | regret-our(beta1)=126323.933985326 | regret-our(beta2)=100188.440281249 | regret-our(beta3)=77367.4140959402
time=2.9 | regret-basic=182607.355267491 | regret-our(beta1)=148082.451815721 | regret-our(beta2)=117443.031155168 | regret-our(beta3)=90689.4645443241
time=0.3 | regret-basic=5536.99896893204 | regret-our(beta1)=5143.97550170326 | regret-our(beta2)=6090.83272516674 | regret-our(beta3)=8377.58483612693
time=0.6 | regret-basic=15908.2949803346 | regret-our(beta1)=14746.4774875507 | regret-our(beta2)=17420.0078130309 | regret-our(beta3)=23928.9220932813
time=0.8 | regret-basic=29466.8804034328 | regret-our(beta1)=27276.586453858 | regret-our(beta2)=32170.9513279472 | regret-our(beta3)=44150.0390587934
time=1.1 | regret-basic=45638.7123203237 | regret-our(beta1)=42210.3386695542 | regret-our(beta2)=49724.6684127433 | regret-our(beta3)=68181.8015694513
time=1.4 | regret-basic=64034.4639771722 | regret-our(beta1)=59190.4308866533 | regret-our(beta2)=69677.11334367 | regret-our(beta3)=95494.655427833
time=1.6 | regret-basic=84419.9062860916 | regret-our(beta1)=77994.9836050559 | regret-our(beta2)=91761.679837006 | regret-our(beta3)=125720.191255237
time=1.9 | regret-basic=106583.58061554 | regret-our(beta1)=98436.1536313674 | regret-our(beta2)=115773.544011889 | regret-our(beta3)=158596.008144733
time=2.1 | regret-basic=130402.773740324 | regret-our(beta1)=120401.443646475 | regret-our(beta2)=141573.710089276 | regret-our(beta3)=193919.897711155
time=2.4 | regret-basic=155773.593824058 | regret-our(beta1)=143796.407055582 | regret-our(beta2)=169055.849713885 | regret-our(beta3)=231552.321114712
time=2.6 | regret-basic=182607.355267491 | regret-our(beta1)=168534.070279443 | regret-our(beta2)=198114.016878368 | regret-our(beta3)=271347.676959677
time=0.3 | regret-basic=5536.99896893204 | regret-our(beta1)=5143.97550170326 | regret-our(beta2)=6090.83272516674 | regret-our(beta3)=8377.58483612693
time=0.5 | regret-basic=15908.2949803346 | regret-our(beta1)=14746.4774875507 | regret-our(beta2)=17420.0078130309 | regret-our(beta3)=23928.9220932813
time=0.8 | regret-basic=29466.8804034328 | regret-our(beta1)=27276.586453858 | regret-our(beta2)=32170.9513279472 | regret-our(beta3)=44150.0390587934
time=1 | regret-basic=45638.7123203237 | regret-our(beta1)=42210.3386695542 | regret-our(beta2)=49724.6684127433 | regret-our(beta3)=68181.8015694513
time=1.2 | regret-basic=64034.4639771722 | regret-our(beta1)=59190.4308866533 | regret-our(beta2)=69677.11334367 | regret-our(beta3)=95494.655427833
time=1.5 | regret-basic=84419.9062860916 | regret-our(beta1)=77994.9836050559 | regret-our(beta2)=91761.679837006 | regret-our(beta3)=125720.191255237
time=1.8 | regret-basic=106583.58061554 | regret-our(beta1)=98436.1536313674 | regret-our(beta2)=115773.544011889 | regret-our(beta3)=158596.008144733
time=2.2 | regret-basic=130402.773740324 | regret-our(beta1)=120401.443646475 | regret-our(beta2)=141573.710089276 | regret-our(beta3)=193919.897711155
time=2.5 | regret-basic=155773.593824058 | regret-our(beta1)=143796.407055582 | regret-our(beta2)=169055.849713885 | regret-our(beta3)=231552.321114712
time=2.8 | regret-basic=182607.355267491 | regret-our(beta1)=168534.070279443 | regret-our(beta2)=198114.016878368 | regret-our(beta3)=271347.676959677
time=0.3 | regret-basic=5536.99896893204 | regret-our(beta1)=4667.92037980673 | regret-our(beta2)=4229.8746405214 | regret-our(beta3)=4222.86976672477
time=0.6 | regret-basic=15908.2949803346 | regret-our(beta1)=13397.0741912209 | regret-our(beta2)=12121.7770086952 | regret-our(beta3)=12082.4268494773
time=0.8 | regret-basic=29466.8804034328 | regret-our(beta1)=24798.9281247333 | regret-our(beta2)=22416.558108448 | regret-our(beta3)=22319.8152422723
time=1.1 | regret-basic=45638.7123203237 | regret-our(beta1)=38394.794130556 | regret-our(beta2)=34683.9436845183 | regret-our(beta3)=34506.2351014987
time=1.4 | regret-basic=64034.4639771722 | regret-our(beta1)=53856.854473536 | regret-our(beta2)=48631.5373468306 | regret-our(beta3)=48358.6234550762
time=1.8 | regret-basic=84419.9062860916 | regret-our(beta1)=70985.6060519494 | regret-our(beta2)=64076.4276848786 | regret-our(beta3)=63692.5262188995
time=2 | regret-basic=106583.58061554 | regret-our(beta1)=89605.7857875444 | regret-our(beta2)=80865.6944286383 | regret-our(beta3)=80363.5130473232
time=2.3 | regret-basic=130402.773740324 | regret-our(beta1)=109615.467720641 | regret-our(beta2)=98906.5517228003 | regret-our(beta3)=98276.2914352297
time=2.7 | regret-basic=155773.593824058 | regret-our(beta1)=130927.650263834 | regret-our(beta2)=118121.792704778 | regret-our(beta3)=117356.353096056
time=3 | regret-basic=182607.355267491 | regret-our(beta1)=153465.245082696 | regret-our(beta2)=138439.474395529 | regret-our(beta3)=137530.449114144
time=0.3 | regret-basic=5536.99896893204 | regret-our(beta1)=5143.97550170326 | regret-our(beta2)=6090.83272516674 | regret-our(beta3)=8377.58483612693
time=0.7 | regret-basic=15908.2949803346 | regret-our(beta1)=14746.4774875507 | regret-our(beta2)=17420.0078130309 | regret-our(beta3)=23928.9220932813
time=0.9 | regret-basic=29466.8804034328 | regret-our(beta1)=27276.586453858 | regret-our(beta2)=32170.9513279472 | regret-our(beta3)=44150.0390587934
time=1.2 | regret-basic=45638.7123203237 | regret-our(beta1)=42210.3386695542 | regret-our(beta2)=49724.6684127433 | regret-our(beta3)=68181.8015694513
time=1.4 | regret-basic=64034.4639771722 | regret-our(beta1)=59190.4308866533 | regret-our(beta2)=69677.11334367 | regret-our(beta3)=95494.655427833
time=1.7 | regret-basic=84419.9062860916 | regret-our(beta1)=77994.9836050559 | regret-our(beta2)=91761.679837006 | regret-our(beta3)=125720.191255237
time=1.9 | regret-basic=106583.58061554 | regret-our(beta1)=98436.1536313674 | regret-our(beta2)=115773.544011889 | regret-our(beta3)=158596.008144733
time=2.2 | regret-basic=130402.773740324 | regret-our(beta1)=120401.443646475 | regret-our(beta2)=141573.710089276 | regret-our(beta3)=193919.897711155
time=2.4 | regret-basic=155773.593824058 | regret-our(beta1)=143796.407055582 | regret-our(beta2)=169055.849713885 | regret-our(beta3)=231552.321114712
time=2.7 | regret-basic=182607.355267491 | regret-our(beta1)=168534.070279443 | regret-our(beta2)=198114.016878368 | regret-our(beta3)=271347.676959677
time=0.3 | regret-basic=5536.99896893204 | regret-our(beta1)=4486.38980704063 | regret-our(beta2)=3547.01708002782 | regret-our(beta3)=2718.8861194962
time=0.6 | regret-basic=15908.2949803346 | regret-our(beta1)=12889.2646510899 | regret-our(beta2)=10189.9260462538 | regret-our(beta3)=7810.29708785061
time=0.9 | regret-basic=29466.8804034328 | regret-our(beta1)=23874.148123096 | regret-our(beta2)=18873.685528924 | regret-our(beta3)=14465.5293496015
time=1.1 | regret-basic=45638.7123203237 | regret-our(beta1)=36976.2115928348 | regret-our(beta2)=29231.0767736973 | regret-our(beta3)=22403.3707806348
time=1.4 | regret-basic=64034.4639771722 | regret-our(beta1)=51879.9296923816 | regret-our(beta2)=41012.5801842015 | regret-our(beta3)=31432.5115118374
time=1.6 | regret-basic=84419.9062860916 | regret-our(beta1)=68395.4281910301 | regret-our(beta2)=54067.9892322749 | regret-our(beta3)=41437.7255435129
time=1.9 | regret-basic=106583.58061554 | regret-our(beta1)=86351.4496258102 | regret-our(beta2)=68261.9892536689 | regret-our(beta3)=52315.3825668126
time=2.1 | regret-basic=130402.773740324 | regret-our(beta1)=105648.681028153 | regret-our(beta2)=83516.1708053858 | regret-our(beta3)=64005.4804673718
time=2.4 | regret-basic=155773.593824058 | regret-our(beta1)=126202.953834122 | regret-our(beta2)=99764.000516771 | regret-our(beta3)=76457.0333694719
time=2.6 | regret-basic=182607.355267491 | regret-our(beta1)=147942.296612045 | regret-our(beta2)=116948.465053001 | regret-our(beta3)=89626.2296964065
time=0.3 | regret-basic=1533.04880867499 | regret-our(beta1)=1241.95747587381 | regret-our(beta2)=981.466075779169 | regret-our(beta3)=751.584924670778
time=0.6 | regret-basic=4323.08337731847 | regret-our(beta1)=3502.19376963935 | regret-our(beta2)=2767.60371715406 | regret-our(beta3)=2119.34155629005
time=0.8 | regret-basic=7965.7416600201 | regret-our(beta1)=6453.14463917007 | regret-our(beta2)=5099.56536628127 | regret-our(beta3)=3905.05722274063
time=1.1 | regret-basic=12331.5270814179 | regret-our(beta1)=9989.93617900251 | regret-our(beta2)=7894.50509949887 | regret-our(beta3)=6045.31923113387
time=1.4 | regret-basic=17306.7301687598 | regret-our(beta1)=14020.4447197256 | regret-our(beta2)=11079.6152787343 | regret-our(beta3)=8484.36595125734
time=1.7 | regret-basic=22815.6532722639 | regret-our(beta1)=18483.3657873544 | regret-our(beta2)=14606.4671109149 | regret-our(beta3)=11185.1270902793
time=1.9 | regret-basic=28801.5026011224 | regret-our(beta1)=23332.686551614 | regret-our(beta2)=18438.6953385303 | regret-our(beta3)=14119.7513782519
time=2.1 | regret-basic=35223.3491432204 | regret-our(beta1)=28535.256180582 | regret-our(beta2)=22550.1090869043 | regret-our(beta3)=17268.1893230123
time=2.4 | regret-basic=42059.0984892557 | regret-our(beta1)=34073.179278156 | regret-our(beta2)=26926.5692476284 | regret-our(beta3)=20619.6155546234
time=2.7 | regret-basic=49278.7398552293 | regret-our(beta1)=39922.1409372103 | regret-our(beta2)=31548.8584267481 | regret-our(beta3)=24159.3115982697
time=0.3 | regret-basic=5536.99896893204 | regret-our(beta1)=4486.38980704063 | regret-our(beta2)=3547.01708002782 | regret-our(beta3)=2718.8861194962
time=0.6 | regret-basic=15908.2949803346 | regret-our(beta1)=12889.2646510899 | regret-our(beta2)=10189.9260462538 | regret-our(beta3)=7810.29708785061
time=0.9 | regret-basic=29466.8804034328 | regret-our(beta1)=23874.148123096 | regret-our(beta2)=18873.685528924 | regret-our(beta3)=14465.5293496015
time=1.1 | regret-basic=45638.7123203237 | regret-our(beta1)=36976.2115928348 | regret-our(beta2)=29231.0767736973 | regret-our(beta3)=22403.3707806348
time=1.4 | regret-basic=64034.4639771722 | regret-our(beta1)=51879.9296923816 | regret-our(beta2)=41012.5801842015 | regret-our(beta3)=31432.5115118374
time=1.7 | regret-basic=84419.9062860916 | regret-our(beta1)=68395.4281910301 | regret-our(beta2)=54067.9892322749 | regret-our(beta3)=41437.7255435129
time=1.9 | regret-basic=106583.58061554 | regret-our(beta1)=86351.4496258102 | regret-our(beta2)=68261.9892536689 | regret-our(beta3)=52315.3825668126
time=2.2 | regret-basic=130402.773740324 | regret-our(beta1)=105648.681028153 | regret-our(beta2)=83516.1708053858 | regret-our(beta3)=64005.4804673718
time=2.4 | regret-basic=155773.593824058 | regret-our(beta1)=126202.953834122 | regret-our(beta2)=99764.000516771 | regret-our(beta3)=76457.0333694719
time=2.7 | regret-basic=182607.355267491 | regret-our(beta1)=147942.296612045 | regret-our(beta2)=116948.465053001 | regret-our(beta3)=89626.2296964065
time=1.3 | regret-basic=18014.4088337123 | regret-our(beta1)=14593.2902674248 | regret-our(beta2)=11531.8887084751 | regret-our(beta3)=8830.31921129894
time=2.5 | regret-basic=50253.0409902092 | regret-our(beta1)=40710.5079585623 | regret-our(beta2)=32171.0157734692 | regret-our(beta3)=24634.9624428224
time=3.7 | regret-basic=91875.3183889086 | regret-our(beta1)=74430.7860462989 | regret-our(beta2)=58819.3870775286 | regret-our(beta3)=45041.970282496
time=4.9 | regret-basic=141051.509147115 | regret-our(beta1)=114271.921829861 | regret-our(beta2)=90305.7626005971 | regret-our(beta3)=69154.4949099894
time=1.4 | regret-basic=93772.9078783019 | regret-our(beta1)=76299.3062866394 | regret-our(beta2)=61303.5448103934 | regret-our(beta3)=48785.9983673039
time=2.8 | regret-basic=263530.950933471 | regret-our(beta1)=214415.546123689 | regret-our(beta2)=172285.602851137 | regret-our(beta3)=137141.983734201
time=4.2 | regret-basic=481706.262734339 | regret-our(beta1)=391926.249494594 | regret-our(beta2)=314939.508036432 | regret-our(beta3)=250747.595058822
time=5.5 | regret-basic=739672.875942752 | regret-our(beta1)=601813.893344911 | regret-our(beta2)=483619.238327348 | regret-our(beta3)=385091.360599738
time=6 | regret-basic=103533.454366021 | regret-our(beta1)=84400.7184020156 | regret-our(beta2)=68447.1283917154 | regret-our(beta3)=55679.9461484495
time=12.4 | regret-basic=291751.63313801 | regret-our(beta1)=237863.224904539 | regret-our(beta2)=192969.171224405 | regret-our(beta3)=157077.495422666
time=18.8 | regret-basic=534976.309263044 | regret-our(beta1)=436186.323330024 | regret-our(beta2)=353916.073680235 | regret-our(beta3)=288174.553385077
time=24.8 | regret-basic=822602.803274487 | regret-our(beta1)=670718.82048491 | regret-our(beta2)=544261.632106664 | regret-our(beta3)=443241.412727899
time=30.8 | regret-basic=1148018.60103681 | regret-our(beta1)=936078.953122913 | regret-our(beta2)=759652.97458994 | regret-our(beta3)=618752.236300267
time=6.1 | regret-basic=50111.9965743224 | regret-our(beta1)=41073.1718456454 | regret-our(beta2)=34139.629419283 | regret-our(beta3)=29388.3114424479
time=11.9 | regret-basic=142625.48105469 | regret-our(beta1)=117008.860375614 | regret-our(beta2)=97413.2445822988 | regret-our(beta3)=83895.632033658
time=17.6 | regret-basic=263249.456410981 | regret-our(beta1)=216036.622646569 | regret-our(beta2)=179910.876665928 | regret-our(beta3)=154931.96920925
time=23.4 | regret-basic=406396.72674795 | regret-our(beta1)=333551.730137638 | regret-our(beta2)=277804.411520358 | regret-our(beta3)=239217.370713955
time=29.2 | regret-basic=568953.587772116 | regret-our(beta1)=467005.720331328 | regret-our(beta2)=388978.979146979 | regret-our(beta3)=334938.885907111
time=5.6 | regret-basic=4079259.23096142 | regret-our(beta1)=3510848.63489471 | regret-our(beta2)=3043134.91218881 | regret-our(beta3)=2913401.07921934
time=11.3 | regret-basic=14235138.9164063 | regret-our(beta1)=11975023.4000197 | regret-our(beta2)=10268254.1992404 | regret-our(beta3)=9554643.53559542
time=18.1 | regret-basic=28950381.6875644 | regret-our(beta1)=24118502.9447076 | regret-our(beta2)=20605436.3878858 | regret-our(beta3)=18838570.8305904
time=24.7 | regret-basic=47492538.2438373 | regret-our(beta1)=39387174.7379916 | regret-our(beta2)=33542205.7398846 | regret-our(beta3)=30281546.2066817
time=31.1 | regret-basic=69431427.9227296 | regret-our(beta1)=57430931.4642813 | regret-our(beta2)=48755877.4445917 | regret-our(beta3)=43605616.0880579
time=6.3 | regret-basic=103639.548295244 | regret-our(beta1)=80722.1015704127 | regret-our(beta2)=63398.7948860273 | regret-our(beta3)=51220.0934335349
time=12.4 | regret-basic=295493.953663821 | regret-our(beta1)=230285.824090145 | regret-our(beta2)=181102.213994036 | regret-our(beta3)=146330.479839763
time=18.8 | regret-basic=545871.148674718 | regret-our(beta1)=425480.657785374 | regret-our(beta2)=334654.319739253 | regret-our(beta3)=270329.922320426
time=25 | regret-basic=843153.569239495 | regret-our(beta1)=657212.106693515 | regret-our(beta2)=516918.962511263 | regret-our(beta3)=417487.14189614
time=31.2 | regret-basic=1180860.96630577 | regret-our(beta1)=920446.210074603 | regret-our(beta2)=723953.548795305 | regret-our(beta3)=584634.157277654
time=6.7 | regret-basic=914889.185412085 | regret-our(beta1)=725166.958992051 | regret-our(beta2)=580403.679537836 | regret-our(beta3)=479809.301960179
time=13.1 | regret-basic=2685519.5315367 | regret-our(beta1)=2120787.87766873 | regret-our(beta2)=1693407.04028527 | regret-our(beta3)=1392586.43250865
time=19.8 | regret-basic=5029818.29425941 | regret-our(beta1)=3966179.01934472 | regret-our(beta2)=3161148.7984654 | regret-our(beta3)=2592043.133578
time=26.1 | regret-basic=7837136.7732491 | regret-our(beta1)=6172986.78740638 | regret-our(beta2)=4913536.10640942 | regret-our(beta3)=4021610.45045711
time=32.2 | regret-basic=11044239.2722596 | regret-our(beta1)=8691881.53854402 | regret-our(beta2)=6911777.83323083 | regret-our(beta3)=5649984.56315428
time=6.3 | regret-basic=844390.956846067 | regret-our(beta1)=660278.38802505 | regret-our(beta2)=500426.562818431 | regret-our(beta3)=364557.603045653
time=12.2 | regret-basic=2461556.78208466 | regret-our(beta1)=1916982.20465722 | regret-our(beta2)=1447088.92009705 | regret-our(beta3)=1050096.02894181
time=18.5 | regret-basic=4590322.44588736 | regret-our(beta1)=3567761.66440167 | regret-our(beta2)=2688009.60894353 | regret-our(beta3)=1946935.41756125
time=24.5 | regret-basic=7131716.62268014 | regret-our(beta1)=5536456.61791976 | regret-our(beta2)=4166326.37220563 | regret-our(beta3)=3014192.13929177
time=30.5 | regret-basic=10029027.0276594 | regret-our(beta1)=7779051.82224264 | regret-our(beta2)=5849052.35443413 | regret-our(beta3)=4228140.64306077
time=6.3 | regret-basic=844390.956846067 | regret-our(beta1)=660278.38802505 | regret-our(beta2)=500426.562818431 | regret-our(beta3)=364557.603045653
time=12.3 | regret-basic=2461556.78208466 | regret-our(beta1)=1916982.20465722 | regret-our(beta2)=1447088.92009705 | regret-our(beta3)=1050096.02894181
time=5.9 | regret-basic=222374.745662638 | regret-our(beta1)=173657.026123227 | regret-our(beta2)=136764.543165383 | regret-our(beta3)=110843.887876607
time=11.9 | regret-basic=636554.682288983 | regret-our(beta1)=497069.297385158 | regret-our(beta2)=391773.431928622 | regret-our(beta3)=317325.876287789
time=18.1 | regret-basic=1178169.71382565 | regret-our(beta1)=919914.287245202 | regret-our(beta2)=724929.216535701 | regret-our(beta3)=586806.623482194
time=24.2 | regret-basic=1821998.73432539 | regret-our(beta1)=1422399.55699571 | regret-our(beta2)=1120689.17243553 | regret-our(beta3)=906795.785295908
time=29.9 | regret-basic=2553941.60725127 | regret-our(beta1)=1993566.52248402 | regret-our(beta2)=1570465.89293343 | regret-our(beta3)=1270389.15148937
